Country,Year,BirthRate
Mali,1981,47.049
Malta,1981,15.0
Myanmar,1981,34.062
Middle East & North Africa (developing only),1981,42.42537834
Montenegro,1981,8.856
Mongolia,1981,38.084
Northern Mariana Islands,1981,38.084
Mozambique,1981,46.274
Mauritania,1981,42.816
Mauritius,1981,25.5
Malawi,1981,54.154
Malaysia,1981,31.212
Mayotte,1981,42.945
North America,1981,15.66084382
Namibia,1981,42.159
New Caledonia,1981,27.7
Niger,1981,56.66
Nigeria,1981,48.658
Nicaragua,1981,43.764
Netherlands,1981,12.5
High income: nonOECD,1981,27.50805544
Norway,1981,12.3
Nepal,1981,41.377
New Zealand,1981,16.2
High income: OECD,1981,14.85658239
OECD members,1981,17.26149355
Oman,1981,46.869
Pakistan,1981,42.192
Panama,1981,29.064
Peru,1981,35.03
Philippines,1981,36.321
Palau,1981,36.321
Papua New Guinea,1981,38.259
Poland,1981,19.0
Puerto Rico,1981,22.0
"Korea, Dem. Rep.",1981,20.005
Portugal,1981,15.4
Paraguay,1981,37.084
French Polynesia,1981,30.755
Qatar,1981,29.144
Russian Federation,1981,16.0
Rwanda,1981,55.177
South Asia,1981,36.12938304
Saudi Arabia,1981,42.398
Sudan,1981,44.065
Senegal,1981,47.721
Singapore,1981,17.0
Solomon Islands,1981,41.701
Sierra Leone,1981,44.161
El Salvador,1981,37.254
San Marino,1981,37.254
Somalia,1981,45.775
Serbia,1981,45.775
Sub-Saharan Africa (developing only),1981,46.53024175
Sub-Saharan Africa (all income levels),1981,46.52613794
Sao Tome and Principe,1981,42.362
Suriname,1981,29.713
Slovak Republic,1981,18.6
Slovenia,1981,15.2
Sweden,1981,11.3
Swaziland,1981,48.017
Seychelles,1981,28.1
Syrian Arab Republic,1981,46.71
Turks and Caicos Islands,1981,46.71
Chad,1981,48.284
Togo,1981,46.915
Thailand,1981,25.768
Tajikistan,1981,37.976
Turkmenistan,1981,35.135
Tonga,1981,33.529
Trinidad and Tobago,1981,29.07
Tunisia,1981,29.07
Turkey,1981,32.513
Tuvalu,1981,32.513
Tanzania,1981,46.503
Uganda,1981,48.9
Ukraine,1981,14.6
Upper middle income,1981,27.93433285
Uruguay,1981,18.4
United States,1981,15.7
Uzbekistan,1981,35.0
St. Vincent and the Grenadines,1981,30.117
"Venezuela, RB",1981,30.117
Virgin Islands (U.S.),1981,30.117
Vietnam,1981,35.405
Vanuatu,1981,39.484
World,1981,28.06629402
Samoa,1981,36.068
"Yemen, Rep.",1981,56.079
South Africa,1981,34.53
Zambia,1981,45.837
Zimbabwe,1981,46.092
Aruba,1982,22.313
Afghanistan,1982,50.888
Angola,1982,52.721
Albania,1982,26.87
Netherlands Antilles,1982,20.442
Arab World,1982,41.18851294
United Arab Emirates,1982,29.743
Argentina,1982,23.384
Armenia,1982,23.515
American Samoa,1982,23.515
Antigua and Barbuda,1982,15.7
Australia,1982,15.8
Austria,1982,12.5
Azerbaijan,1982,25.2
Burundi,1982,46.991
Belgium,1982,12.2
Benin,1982,46.624
Burkina Faso,1982,48.558
Bangladesh,1982,43.203
Bulgaria,1982,13.9
Bahrain,1982,33.083
"Bahamas, The",1982,26.994
Bosnia and Herzegovina,1982,18.438
Belarus,1982,16.3
Belize,1982,39.95
Bermuda,1982,39.95
Bolivia,1982,38.562
Brazil,1982,30.994
Barbados,1982,17.231
Brunei Darussalam,1982,30.081
Bhutan,1982,42.958
Botswana,1982,42.827
Central African Republic,1982,42.415
Canada,1982,15.1
Switzerland,1982,11.4
Channel Islands,1982,11.335
Chile,1982,23.106
China,1982,22.28
Cote d'Ivoire,1982,47.117
Cameroon,1982,44.873
"Congo, Rep.",1982,40.955
Colombia,1982,30.594
Comoros,1982,48.384
Cape Verde,1982,39.628
Costa Rica,1982,30.045
Cuba,1982,16.27
Cayman Islands,1982,16.27
Cyprus,1982,20.716
Czech Republic,1982,13.8
Germany,1982,10.79522436
Djibouti,1982,44.154
Dominica,1982,23.3
Denmark,1982,10.3
Dominican Republic,1982,33.373
Algeria,1982,41.719
East Asia & Pacific (developing only),1982,25.06254084
East Asia & Pacific (all income levels),1982,23.89834222
Europe & Central Asia (developing only),1982,20.50689525
Europe & Central Asia (all income levels),1982,16.46798747
Ecuador,1982,35.14
"Egypt, Arab Rep.",1982,39.377
Euro area,1982,12.62403313
Eritrea,1982,42.736
Spain,1982,13.6
Estonia,1982,15.7
Ethiopia,1982,47.016
European Union,1982,13.35820513
Finland,1982,13.7
Fiji,1982,32.136
France,1982,14.6
Faeroe Islands,1982,14.6
"Micronesia, Fed. Sts.",1982,38.983
Gabon,1982,38.378
United Kingdom,1982,12.8
Georgia,1982,18.016
Ghana,1982,42.793
Gibraltar,1982,42.793
Guinea,1982,48.301
"Gambia, The",1982,45.807
Guinea-Bissau,1982,41.288
Equatorial Guinea,1982,41.779
Greece,1982,14.0
Grenada,1982,32.299
Greenland,1982,32.299
Guatemala,1982,42.322
Guam,1982,27.032
Guyana,1982,29.626
High income,1982,15.04913732
"Hong Kong SAR, China",1982,16.4
Honduras,1982,42.544
Heavily indebted poor countries (HIPC),1982,46.51783215
Croatia,1982,14.7
Haiti,1982,42.453
Hungary,1982,12.5
Indonesia,1982,32.073
India,1982,33.8
Ireland,1982,20.4
"Iran, Islamic Rep.",1982,45.334
Iraq,1982,39.365
Iceland,1982,18.5
Israel,1982,24.0
Italy,1982,10.9
Jamaica,1982,26.86
Jordan,1982,42.439
Japan,1982,12.8
Kazakhstan,1982,24.4
Kenya,1982,48.652
Kyrgyz Republic,1982,31.1
Cambodia,1982,48.806
Kiribati,1982,48.806
St. Kitts and Nevis,1982,29.1
"Korea, Rep.",1982,21.8
Kosovo,1982,33.41
Kuwait,1982,35.239
Latin America & Caribbean (developing only),1982,31.00177296
Lao PDR,1982,42.342
Lebanon,1982,29.215
Liberia,1982,48.332
Libya,1982,45.392
St. Lucia,1982,31.4
Latin America & Caribbean (all income levels),1982,30.97510069
Least developed countries: UN classification,1982,45.27763476
Low income,1982,43.88869485
Liechtenstein,1982,43.88869485
Sri Lanka,1982,25.267
Lower middle income,1982,29.91714159
Low & middle income,1982,31.19102258
Lesotho,1982,40.968
Lithuania,1982,15.8
Luxembourg,1982,11.8
Latvia,1982,15.1
"Macao SAR, China",1982,23.509
Morocco,1982,37.282
Monaco,1982,37.282
Moldova,1982,21.509
Madagascar,1982,43.035
Maldives,1982,41.963
Middle East & North Africa (all income levels),1982,41.24138648
Mexico,1982,32.049
Marshall Islands,1982,32.049
Middle income,1982,29.44535334
"Macedonia, FYR",1982,20.277
Mali,1982,47.111
Malta,1982,14.4
Myanmar,1982,33.499
Middle East & North Africa (developing only),1982,41.79680212
Montenegro,1982,8.669
Mongolia,1982,37.808
Northern Mariana Islands,1982,37.808
Mozambique,1982,45.939
Mauritania,1982,42.408
Mauritius,1982,22.6
Malawi,1982,53.305
Malaysia,1982,31.903
Mayotte,1982,42.721
North America,1982,15.82150927
Namibia,1982,41.639
New Caledonia,1982,26.5
Niger,1982,56.585
Nigeria,1982,48.493
Nicaragua,1982,43.099
Netherlands,1982,12.0
High income: nonOECD,1982,25.44755199
Norway,1982,12.4
Nepal,1982,41.034
New Zealand,1982,15.8
High income: OECD,1982,14.39508064
OECD members,1982,16.59438872
Oman,1982,46.345
Pakistan,1982,42.26
Panama,1982,28.706
Peru,1982,34.268
Philippines,1982,35.923
Palau,1982,35.923
Papua New Guinea,1982,37.859
Poland,1982,19.5
Puerto Rico,1982,19.5
"Korea, Dem. Rep.",1982,20.488
Portugal,1982,15.2
Paraguay,1982,37.125
French Polynesia,1982,30.61
Qatar,1982,28.816
Russian Federation,1982,16.6
Rwanda,1982,55.283
South Asia,1982,35.79609385
Saudi Arabia,1982,41.461
Sudan,1982,43.747
Senegal,1982,47.245
Singapore,1982,17.3
Solomon Islands,1982,41.028
Sierra Leone,1982,43.829
El Salvador,1982,36.478
San Marino,1982,36.478
Somalia,1982,44.84
Serbia,1982,44.84
Sub-Saharan Africa (developing only),1982,46.33757278
Sub-Saharan Africa (all income levels),1982,46.33478422
Sao Tome and Principe,1982,42.043
Suriname,1982,29.584
Slovak Republic,1982,18.3
Slovenia,1982,15.0
Sweden,1982,11.1
Swaziland,1982,47.898
Seychelles,1982,24.1
Syrian Arab Republic,1982,46.276
Turks and Caicos Islands,1982,46.276
Chad,1982,48.219
Togo,1982,46.492
Thailand,1982,24.931
Tajikistan,1982,38.417
Turkmenistan,1982,35.236
Tonga,1982,33.422
Trinidad and Tobago,1982,28.705
Tunisia,1982,33.7
Turkey,1982,31.993
Tuvalu,1982,31.993
Tanzania,1982,46.239
Uganda,1982,48.981
Ukraine,1982,14.8
Upper middle income,1982,27.76981035
Uruguay,1982,18.2
United States,1982,15.9
Uzbekistan,1982,35.1
St. Vincent and the Grenadines,1982,29.431
"Venezuela, RB",1982,32.0
Virgin Islands (U.S.),1982,24.7
Vietnam,1982,35.116
Vanuatu,1982,39.034
World,1982,27.94341576
Samoa,1982,36.633
"Yemen, Rep.",1982,55.922
South Africa,1982,34.119
Zambia,1982,45.4
Zimbabwe,1982,45.327
Aruba,1983,22.172
Afghanistan,1983,50.951
Angola,1983,52.789
Albania,1983,26.644
Netherlands Antilles,1983,20.138
Arab World,1983,40.9920666
United Arab Emirates,1983,29.836
Argentina,1983,22.935
Armenia,1983,23.595
American Samoa,1983,23.595
Antigua and Barbuda,1983,15.0
Australia,1983,15.8
Austria,1983,11.9
Azerbaijan,1983,26.1
Burundi,1983,47.453
Belgium,1983,11.9
Benin,1983,46.594
Burkina Faso,1983,48.479
Bangladesh,1983,42.222
Bulgaria,1983,13.6
Bahrain,1983,32.843
"Bahamas, The",1983,26.559
Bosnia and Herzegovina,1983,18.252
Belarus,1983,17.6
Belize,1983,39.535
Bermuda,1983,39.535
Bolivia,1983,38.17
Brazil,1983,30.336
Barbados,1983,17.171
Brunei Darussalam,1983,29.702
Bhutan,1983,42.597
Botswana,1983,42.029
Central African Republic,1983,42.434
Canada,1983,15.0
Switzerland,1983,11.4
Channel Islands,1983,11.448
Chile,1983,23.31
China,1983,20.19
Cote d'Ivoire,1983,46.307
Cameroon,1983,44.635
"Congo, Rep.",1983,40.531
Colombia,1983,30.088
Comoros,1983,47.439
Cape Verde,1983,40.371
Costa Rica,1983,29.997
Cuba,1983,16.541
Cayman Islands,1983,16.541
Cyprus,1983,20.8
Czech Republic,1983,20.8
Germany,1983,20.8
Djibouti,1983,44.027
Dominica,1983,24.3
Denmark,1983,9.9
Dominican Republic,1983,32.986
Algeria,1983,40.613
East Asia & Pacific (developing only),1983,23.4390593
East Asia & Pacific (all income levels),1983,22.4026482
Europe & Central Asia (developing only),1983,21.03462187
Europe & Central Asia (all income levels),1983,17.23508701
Ecuador,1983,34.383
"Egypt, Arab Rep.",1983,39.276
Euro area,1983,12.68856134
Eritrea,1983,42.311
Spain,1983,12.7
Estonia,1983,12.7
Ethiopia,1983,47.264
European Union,1983,13.42696159
Finland,1983,13.8
Fiji,1983,31.73
France,1983,13.7
Faeroe Islands,1983,13.7
"Micronesia, Fed. Sts.",1983,38.76
Gabon,1983,38.415
United Kingdom,1983,12.8
Georgia,1983,18.021
Ghana,1983,42.4
Gibraltar,1983,42.4
Guinea,1983,48.206
"Gambia, The",1983,45.42
Guinea-Bissau,1983,40.983
Equatorial Guinea,1983,43.969
Greece,1983,13.5
Grenada,1983,32.644
Greenland,1983,32.644
Guatemala,1983,41.874
Guam,1983,26.715
Guyana,1983,28.975
High income,1983,15.06477294
"Hong Kong SAR, China",1983,15.6
Honduras,1983,42.02
Heavily indebted poor countries (HIPC),1983,46.37877748
Croatia,1983,46.37877748
Haiti,1983,42.387
Hungary,1983,11.9
Indonesia,1983,31.244
India,1983,33.7
Ireland,1983,19.1
"Iran, Islamic Rep.",1983,44.919
Iraq,1983,39.061
Iceland,1983,18.4
Israel,1983,24.0
Italy,1983,10.6
Jamaica,1983,10.6
Jordan,1983,41.888
Japan,1983,12.7
Kazakhstan,1983,24.5
Kenya,1983,48.206
Kyrgyz Republic,1983,31.3
Cambodia,1983,50.535
Kiribati,1983,50.535
St. Kitts and Nevis,1983,24.1
"Korea, Rep.",1983,19.5
Kosovo,1983,30.76
Kuwait,1983,34.035
Latin America & Caribbean (developing only),1983,30.44393607
Lao PDR,1983,42.502
Lebanon,1983,28.87
Liberia,1983,48.234
Libya,1983,43.42
St. Lucia,1983,31.0
Latin America & Caribbean (all income levels),1983,30.32547879
Least developed countries: UN classification,1983,44.98537789
Low income,1983,43.61243696
Liechtenstein,1983,43.61243696
Sri Lanka,1983,43.61243696
Lower middle income,1983,29.01993677
Low & middle income,1983,30.54924776
Lesotho,1983,40.533
Lithuania,1983,40.533
Luxembourg,1983,11.4
Latvia,1983,11.4
"Macao SAR, China",1983,24.283
Morocco,1983,36.633
Monaco,1983,36.633
Moldova,1983,21.803
Madagascar,1983,42.819
Maldives,1983,42.019
Middle East & North Africa (all income levels),1983,41.05370272
Mexico,1983,31.31
Marshall Islands,1983,31.31
Middle income,1983,28.71444679
"Macedonia, FYR",1983,19.917
Mali,1983,47.167
Malta,1983,15.0
Myanmar,1983,32.842
Middle East & North Africa (developing only),1983,41.67388243
Montenegro,1983,8.45
Mongolia,1983,37.522
Northern Mariana Islands,1983,37.522
Mozambique,1983,45.546
Mauritania,1983,42.033
Mauritius,1983,21.0
Malawi,1983,52.568
Malaysia,1983,32.5
Mayotte,1983,42.519
North America,1983,15.45090415
Namibia,1983,41.132
New Caledonia,1983,25.2
Niger,1983,56.5
Nigeria,1983,48.278
Nicaragua,1983,42.33
Netherlands,1983,11.8
High income: nonOECD,1983,26.21142112
Norway,1983,12.0
Nepal,1983,40.682
New Zealand,1983,15.8
High income: OECD,1983,14.34810116
OECD members,1983,16.70654686
Oman,1983,45.73
Pakistan,1983,42.372
Panama,1983,28.402
Peru,1983,33.575
Philippines,1983,35.543
Palau,1983,35.543
Papua New Guinea,1983,37.529
Poland,1983,19.7
Puerto Rico,1983,20.1
"Korea, Dem. Rep.",1983,20.832
Portugal,1983,14.4
Paraguay,1983,37.028
French Polynesia,1983,30.523
Qatar,1983,28.419
Russian Federation,1983,17.5
Rwanda,1983,55.145
South Asia,1983,35.80472294
Saudi Arabia,1983,40.615
Sudan,1983,43.412
Senegal,1983,46.774
Singapore,1983,16.3
Solomon Islands,1983,40.544
Sierra Leone,1983,43.51
El Salvador,1983,35.716
San Marino,1983,35.716
Somalia,1983,44.22
Serbia,1983,44.22
Sub-Saharan Africa (developing only),1983,46.13662516
Sub-Saharan Africa (all income levels),1983,46.13522433
Sao Tome and Principe,1983,41.634
Suriname,1983,29.254
Slovak Republic,1983,18.1
Slovenia,1983,14.1
Sweden,1983,11.0
Swaziland,1983,47.763
Seychelles,1983,25.8
Syrian Arab Republic,1983,45.647
Turks and Caicos Islands,1983,45.647
Chad,1983,48.132
Togo,1983,46.035
Thailand,1983,24.109
Tajikistan,1983,38.894
Turkmenistan,1983,35.38
Tonga,1983,33.151
Trinidad and Tobago,1983,28.231
Tunisia,1983,28.231
Turkey,1983,31.303
Tuvalu,1983,31.303
Tanzania,1983,45.985
Uganda,1983,49.063
Ukraine,1983,16.0
Upper middle income,1983,27.60381564
Uruguay,1983,18.0
United States,1983,15.5
Uzbekistan,1983,35.4
St. Vincent and the Grenadines,1983,28.752
"Venezuela, RB",1983,28.752
Virgin Islands (U.S.),1983,28.752
Vietnam,1983,34.855
Vanuatu,1983,38.595
World,1983,27.69313384
Samoa,1983,37.18
"Yemen, Rep.",1983,55.688
South Africa,1983,33.675
Zambia,1983,45.019
Zimbabwe,1983,44.439
Aruba,1984,21.958
Afghanistan,1984,51.016
Angola,1984,52.841
Albania,1984,26.417
Netherlands Antilles,1984,19.86
Arab World,1984,40.46640194
United Arab Emirates,1984,29.954
Argentina,1984,22.568
Armenia,1984,23.586
American Samoa,1984,23.586
Antigua and Barbuda,1984,23.586
Australia,1984,15.0
Austria,1984,11.7
Azerbaijan,1984,26.6
Burundi,1984,47.821
Belgium,1984,11.7
Benin,1984,46.535
Burkina Faso,1984,48.392
Bangladesh,1984,41.173
Bulgaria,1984,13.7
Bahrain,1984,32.593
"Bahamas, The",1984,25.997
Bosnia and Herzegovina,1984,18.066
Belarus,1984,17.0
Belize,1984,39.074
Bermuda,1984,15.1
Bolivia,1984,37.816
Brazil,1984,29.569
Barbados,1984,17.075
Brunei Darussalam,1984,29.215
Bhutan,1984,42.27
Botswana,1984,41.127
Central African Republic,1984,42.421
Canada,1984,15.0
Switzerland,1984,11.6
Channel Islands,1984,11.583
Chile,1984,23.485
China,1984,19.9
Cote d'Ivoire,1984,45.492
Cameroon,1984,44.335
"Congo, Rep.",1984,40.107
Colombia,1984,29.602
Comoros,1984,46.109
Cape Verde,1984,40.853
Costa Rica,1984,29.9
Cuba,1984,16.854
Cayman Islands,1984,16.854
Cyprus,1984,20.734
Czech Republic,1984,20.734
Germany,1984,20.734
Djibouti,1984,43.899
Dominica,1984,20.8
Denmark,1984,10.1
Dominican Republic,1984,32.582
Algeria,1984,39.421
East Asia & Pacific (developing only),1984,23.09893394
East Asia & Pacific (all income levels),1984,22.01187653
Europe & Central Asia (developing only),1984,20.85017112
Europe & Central Asia (all income levels),1984,17.07260776
Ecuador,1984,33.614
"Egypt, Arab Rep.",1984,39.147
Euro area,1984,12.48727471
Eritrea,1984,41.951
Spain,1984,12.3
Estonia,1984,12.3
Ethiopia,1984,47.496
European Union,1984,13.34012406
Finland,1984,13.4
Fiji,1984,31.284
France,1984,13.8
Faeroe Islands,1984,13.8
"Micronesia, Fed. Sts.",1984,38.332
Gabon,1984,38.405
United Kingdom,1984,12.9
Georgia,1984,17.997
Ghana,1984,41.994
Gibraltar,1984,41.994
Guinea,1984,48.083
"Gambia, The",1984,45.057
Guinea-Bissau,1984,40.847
Equatorial Guinea,1984,45.921
Greece,1984,12.7
Grenada,1984,32.818
Greenland,1984,32.818
Guatemala,1984,41.378
Guam,1984,26.45
Guyana,1984,28.228
High income,1984,14.86370345
"Hong Kong SAR, China",1984,14.4
Honduras,1984,41.475
Heavily indebted poor countries (HIPC),1984,46.24898203
Croatia,1984,46.24898203
Haiti,1984,42.054
Hungary,1984,11.8
Indonesia,1984,30.389
India,1984,33.9
Ireland,1984,18.1
"Iran, Islamic Rep.",1984,44.15
Iraq,1984,38.83
Iceland,1984,17.2
Israel,1984,23.7
Italy,1984,10.3
Jamaica,1984,10.3
Jordan,1984,41.297
Japan,1984,12.5
Kazakhstan,1984,25.5
Kenya,1984,47.686
Kyrgyz Republic,1984,32.0
Cambodia,1984,51.147
Kiribati,1984,51.147
St. Kitts and Nevis,1984,25.3
"Korea, Rep.",1984,16.9
Kosovo,1984,33.54
Kuwait,1984,32.793
Latin America & Caribbean (developing only),1984,29.88894617
Lao PDR,1984,42.617
Lebanon,1984,28.453
Liberia,1984,48.131
Libya,1984,40.9
St. Lucia,1984,30.0
Latin America & Caribbean (all income levels),1984,29.76993089
Least developed countries: UN classification,1984,44.65501547
Low income,1984,43.29315701
Liechtenstein,1984,43.29315701
Sri Lanka,1984,43.29315701
Lower middle income,1984,28.89269575
Low & middle income,1984,30.35513963
Lesotho,1984,40.054
Lithuania,1984,40.054
Luxembourg,1984,11.5
Latvia,1984,11.5
"Macao SAR, China",1984,24.585
Morocco,1984,35.843
Monaco,1984,35.843
Moldova,1984,21.981
Madagascar,1984,42.916
Maldives,1984,42.088
Middle East & North Africa (all income levels),1984,40.47049248
Mexico,1984,30.654
Marshall Islands,1984,30.654
Middle income,1984,28.5227325
"Macedonia, FYR",1984,19.536
Mali,1984,47.208
Malta,1984,14.8
Myanmar,1984,32.085
Middle East & North Africa (developing only),1984,41.08931169
Montenegro,1984,8.234
Mongolia,1984,37.196
Northern Mariana Islands,1984,37.196
Mozambique,1984,45.111
Mauritania,1984,41.691
Mauritius,1984,20.1
Malawi,1984,51.972
Malaysia,1984,32.922
Mayotte,1984,42.318
North America,1984,15.63109343
Namibia,1984,40.652
New Caledonia,1984,40.652
Niger,1984,56.404
Nigeria,1984,48.022
Nicaragua,1984,41.475
Netherlands,1984,12.1
High income: nonOECD,1984,25.61466077
Norway,1984,12.1
Nepal,1984,40.327
New Zealand,1984,16.0
High income: OECD,1984,14.15855305
OECD members,1984,16.47818553
Oman,1984,45.011
Pakistan,1984,42.493
Panama,1984,28.135
Peru,1984,32.958
Philippines,1984,35.184
Palau,1984,35.184
Papua New Guinea,1984,37.276
Poland,1984,19.0
Puerto Rico,1984,19.3
"Korea, Dem. Rep.",1984,20.968
Portugal,1984,14.2
Paraguay,1984,36.784
French Polynesia,1984,30.453
Qatar,1984,27.942
Russian Federation,1984,16.9
Rwanda,1984,54.723
South Asia,1984,35.86405464
Saudi Arabia,1984,39.873
Sudan,1984,43.063
Senegal,1984,46.319
Singapore,1984,16.5
Solomon Islands,1984,40.254
Sierra Leone,1984,43.218
El Salvador,1984,34.982
San Marino,1984,34.982
Somalia,1984,43.949
Serbia,1984,43.949
Sub-Saharan Africa (developing only),1984,45.9264604
Sub-Saharan Africa (all income levels),1984,45.9264567
Sao Tome and Principe,1984,41.143
Suriname,1984,28.698
Slovak Republic,1984,17.7
Slovenia,1984,13.5
Sweden,1984,11.3
Swaziland,1984,47.582
Seychelles,1984,26.9
Syrian Arab Republic,1984,44.821
Turks and Caicos Islands,1984,44.821
Chad,1984,48.033
Togo,1984,45.553
Thailand,1984,23.307
Tajikistan,1984,39.353
Turkmenistan,1984,35.534
Tonga,1984,32.722
Trinidad and Tobago,1984,27.651
Tunisia,1984,27.651
Turkey,1984,30.449
Tuvalu,1984,30.449
Tanzania,1984,45.742
Uganda,1984,49.143
Ukraine,1984,15.6
Upper middle income,1984,27.17735082
Uruguay,1984,18.0
United States,1984,15.7
Uzbekistan,1984,36.3
St. Vincent and the Grenadines,1984,28.076
"Venezuela, RB",1984,28.076
Virgin Islands (U.S.),1984,28.076
Vietnam,1984,34.599
Vanuatu,1984,38.18
World,1984,27.52595576
Samoa,1984,37.632
"Yemen, Rep.",1984,55.363
South Africa,1984,33.192
Zambia,1984,44.709
Zimbabwe,1984,43.454
Aruba,1985,21.668
Afghanistan,1985,51.084
Angola,1985,52.88
Albania,1985,26.172
Netherlands Antilles,1985,19.641
Arab World,1985,39.55352324
United Arab Emirates,1985,30.005
Argentina,1985,22.295
Armenia,1985,23.471
American Samoa,1985,23.471
Antigua and Barbuda,1985,14.8
Australia,1985,15.7
Austria,1985,11.6
Azerbaijan,1985,26.6
Burundi,1985,48.049
Belgium,1985,11.6
Benin,1985,46.445
Burkina Faso,1985,48.302
Bangladesh,1985,40.078
Bulgaria,1985,13.3
Bahrain,1985,32.287
"Bahamas, The",1985,25.365
Bosnia and Herzegovina,1985,17.833
Belarus,1985,17.05
Belize,1985,38.594
Bermuda,1985,38.594
Bolivia,1985,37.502
Brazil,1985,28.709
Barbados,1985,16.928
Brunei Darussalam,1985,28.677
Bhutan,1985,41.939
Botswana,1985,40.138
Central African Republic,1985,42.359
Canada,1985,14.9
Switzerland,1985,11.5
Channel Islands,1985,11.733
Chile,1985,23.599
China,1985,21.04
Cote d'Ivoire,1985,44.688
Cameroon,1985,43.982
"Congo, Rep.",1985,39.698
Colombia,1985,29.145
Comoros,1985,44.484
Cape Verde,1985,41.022
Costa Rica,1985,29.721
Cuba,1985,17.128
Cayman Islands,1985,17.128
Cyprus,1985,20.53
Czech Republic,1985,13.32
Germany,1985,10.5
Djibouti,1985,43.75
Dominica,1985,21.73333333
Denmark,1985,10.5
Dominican Republic,1985,32.158
Algeria,1985,38.166
East Asia & Pacific (developing only),1985,23.76498396
East Asia & Pacific (all income levels),1985,22.52997536
Europe & Central Asia (developing only),1985,20.62618162
Europe & Central Asia (all income levels),1985,16.22792733
Ecuador,1985,32.837
"Egypt, Arab Rep.",1985,38.894
Euro area,1985,11.77113581
Eritrea,1985,41.655
Spain,1985,11.7
Estonia,1985,15.64
Ethiopia,1985,47.701
European Union,1985,12.79231353
Finland,1985,12.8
Fiji,1985,30.814
France,1985,13.9
Faeroe Islands,1985,13.9
"Micronesia, Fed. Sts.",1985,37.707
Gabon,1985,38.376
United Kingdom,1985,13.3
Georgia,1985,17.93
Ghana,1985,41.569
Gibraltar,1985,41.569
Guinea,1985,47.926
"Gambia, The",1985,44.736
Guinea-Bissau,1985,40.854
Equatorial Guinea,1985,47.495
Greece,1985,11.7
Grenada,1985,32.753
Greenland,1985,21.6
Guatemala,1985,40.868
Guam,1985,26.246
Guyana,1985,27.428
High income,1985,14.30852217
"Hong Kong SAR, China",1985,14.0
Honduras,1985,40.923
Heavily indebted poor countries (HIPC),1985,46.11193755
Croatia,1985,13.44
Haiti,1985,41.481
Hungary,1985,12.2
Indonesia,1985,29.525
India,1985,32.9
Ireland,1985,17.6
"Iran, Islamic Rep.",1985,43.021
Iraq,1985,38.664
Iceland,1985,16.0
Israel,1985,23.5
Italy,1985,10.1
Jamaica,1985,26.074
Jordan,1985,40.642
Japan,1985,11.9
Kazakhstan,1985,25.1
Kenya,1985,47.061
Kyrgyz Republic,1985,32.0
Cambodia,1985,50.698
Kiribati,1985,50.698
St. Kitts and Nevis,1985,23.1
"Korea, Rep.",1985,16.2
Kosovo,1985,32.05
Kuwait,1985,31.488
Latin America & Caribbean (developing only),1985,29.3683636
Lao PDR,1985,42.658
Lebanon,1985,27.981
Liberia,1985,48.019
Libya,1985,38.001
St. Lucia,1985,29.0
Latin America & Caribbean (all income levels),1985,29.2602995
Least developed countries: UN classification,1985,44.2901271
Low income,1985,42.92390063
Liechtenstein,1985,42.92390063
Sri Lanka,1985,23.0254
Lower middle income,1985,28.95128447
Low & middle income,1985,30.25098241
Lesotho,1985,39.528
Lithuania,1985,15.74
Luxembourg,1985,11.2
Latvia,1985,15.16
"Macao SAR, China",1985,24.396
Morocco,1985,34.912
Monaco,1985,34.912
Moldova,1985,21.981
Madagascar,1985,43.274
Maldives,1985,42.131
Middle East & North Africa (all income levels),1985,39.45039295
Mexico,1985,30.083
Marshall Islands,1985,30.083
Middle income,1985,28.4659978
"Macedonia, FYR",1985,19.146
Mali,1985,47.222
Malta,1985,14.2
Myanmar,1985,31.243
Middle East & North Africa (developing only),1985,39.99128726
Montenegro,1985,8.106
Mongolia,1985,36.79
Northern Mariana Islands,1985,36.79
Mozambique,1985,44.669
Mauritania,1985,41.378
Mauritius,1985,19.0
Malawi,1985,51.525
Malaysia,1985,33.093
Mayotte,1985,42.105
North America,1985,15.62124158
Namibia,1985,40.202
New Caledonia,1985,23.4
Niger,1985,56.3
Nigeria,1985,47.731
Nicaragua,1985,40.581
Netherlands,1985,12.3
High income: nonOECD,1985,23.42442538
Norway,1985,12.3
Nepal,1985,39.981
New Zealand,1985,15.9
High income: OECD,1985,13.66405484
OECD members,1985,15.78743145
Oman,1985,44.16
Pakistan,1985,42.56
Panama,1985,27.874
Peru,1985,32.413
Philippines,1985,34.839
Palau,1985,34.839
Papua New Guinea,1985,37.1
Poland,1985,18.2
Puerto Rico,1985,19.4
"Korea, Dem. Rep.",1985,20.903
Portugal,1985,12.8
Paraguay,1985,36.4
French Polynesia,1985,30.342
Qatar,1985,27.368
Russian Federation,1985,16.6
Rwanda,1985,53.949
South Asia,1985,34.80352933
Saudi Arabia,1985,39.219
Sudan,1985,42.709
Senegal,1985,45.893
Singapore,1985,16.6
Solomon Islands,1985,40.131
Sierra Leone,1985,42.965
El Salvador,1985,34.293
San Marino,1985,34.293
Somalia,1985,44.001
Serbia,1985,44.001
Sub-Saharan Africa (developing only),1985,45.70241742
Sub-Saharan Africa (all income levels),1985,45.70367732
Sao Tome and Principe,1985,40.584
Suriname,1985,27.926
Slovak Republic,1985,17.5
Slovenia,1985,13.1
Sweden,1985,11.8
Swaziland,1985,47.305
